"","FIPS","Date","MMWR_week","Recip_County","Recip_State","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Census2019","date_updated","county","state","total_population","health_service_area_number","health_service_area","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_cases_per_100k","covid.19_community_level"
"381",12121,2022-03-31,13,"Suwannee County","FL",98.6,19896,44.8,16874,38,6219,36.9,44417,2022-03-24,"Suwannee County, FL","Florida",44417,159,"Alachua (Gainesville), FL - Columbia, FL","2.3%",11,22.51,"Medium"
"382",12123,2022-03-31,13,"Taylor County","FL",98.6,10363,48,8623,40,2792,32.4,21569,2022-03-24,"Taylor County, FL","Florida",21569,183,"Leon (Tallahassee), FL - Gadsden, FL","1.1%",2.5,27.82,"Low"
"383",12125,2022-03-31,13,"Union County","FL",98.6,7788,51.1,5433,35.7,1498,27.6,15237,2022-03-24,"Union County, FL","Florida",15237,159,"Alachua (Gainesville), FL - Columbia, FL","2.3%",11,13.13,"Medium"
"384",12127,2022-03-31,13,"Volusia County","FL",98.6,374711,67.7,328100,59.3,142488,43.4,553284,2022-03-24,"Volusia County, FL","Florida",553284,142,"Orange (Orlando), FL - Volusia, FL","2.1%",3.8,34.16,"Low"
"385",12129,2022-03-31,13,"Wakulla County","FL",98.6,18120,53.7,15111,44.8,5872,38.9,33739,2022-03-24,"Wakulla County, FL","Florida",33739,183,"Leon (Tallahassee), FL - Gadsden, FL","1.1%",2.5,26.68,"Low"
"386",12131,2022-03-31,13,"Walton County","FL",98.6,43381,58.6,36232,48.9,13956,38.5,74071,2022-03-24,"Walton County, FL","Florida",74071,163,"Escambia (Pensacola), FL - Okaloosa, FL","1.5%",4.8,18.9,"Low"
"387",12133,2022-03-31,13,"Washington County","FL",98.6,10015,39.3,8257,32.4,2816,34.1,25473,2022-03-24,"Washington County, FL","Florida",25473,155,"Bay (Panama City), FL - Jackson, FL","2.3%",2,11.78,"Low"
"388",13001,2022-03-31,13,"Appling County","GA",89.6,7529,40.9,6568,35.7,2155,32.8,18386,2022-03-24,"Appling County, GA","Georgia",18386,230,"Wayne, GA - Appling, GA","0.0%",0,32.63,"Low"
"389",13003,2022-03-31,13,"Atkinson County","GA",89.6,3852,47.2,3219,39.4,861,26.7,8165,2022-03-24,"Atkinson County, GA","Georgia",8165,236,"Coffee, GA - Jeff Davis, GA","3.0%",3,24.49,"Low"
"390",13005,2022-03-31,13,"Bacon County","GA",89.6,3877,34.7,3398,30.4,1010,29.7,11164,2022-03-24,"Bacon County, GA","Georgia",11164,174,"Ware, GA - Pierce, GA","2.9%",1.4,0,"Low"
"391",13007,2022-03-31,13,"Baker County","GA",89.6,1860,61.2,1566,51.5,507,32.4,3038,2022-03-24,"Baker County, GA","Georgia",3038,144,"Dougherty (Albany), GA - Lee, GA","3.8%",1.1,0,"Low"
"392",13009,2022-03-31,13,"Baldwin County","GA",89.6,22408,49.9,19744,44,7599,38.5,44890,2022-03-24,"Baldwin County, GA","Georgia",44890,201,"Baldwin, GA - Putnam, GA","0.2%",0,26.73,"Low"
"393",13011,2022-03-31,13,"Banks County","GA",89.6,6684,34.8,5834,30.3,2077,35.6,19234,2022-03-24,"Banks County, GA","Georgia",19234,157,"Hall, GA - Habersham, GA","2.0%",4.8,41.59,"Low"
"394",13013,2022-03-31,13,"Barrow County","GA",89.6,37753,45.4,33090,39.8,11660,35.2,83240,2022-03-24,"Barrow County, GA","Georgia",83240,164,"Clarke (Athens), GA - Barrow, GA","1.9%",1.5,0,"Low"
"395",13015,2022-03-31,13,"Bartow County","GA",89.6,45601,42.3,39981,37.1,14143,35.4,107738,2022-03-24,"Bartow County, GA","Georgia",107738,154,"Floyd, GA - Bartow, GA","2.3%",3.9,41.77,"Low"
"396",13017,2022-03-31,13,"Ben Hill County","GA",89.6,7360,44.1,6405,38.4,1987,31,16700,2022-03-24,"Ben Hill County, GA","Georgia",16700,189,"Tift, GA - Ben Hill, GA","3.1%",8,0,"Low"
"397",13019,2022-03-31,13,"Berrien County","GA",89.6,7740,39.9,6538,33.7,1816,27.8,19397,2022-03-24,"Berrien County, GA","Georgia",19397,180,"Lowndes, GA - Brooks, GA","3.1%",3.8,30.93,"Low"
"398",13021,2022-03-31,13,"Bibb County","GA",89.6,81629,53.3,69780,45.6,24701,35.4,153159,2022-03-24,"Bibb County, GA","Georgia",153159,193,"Bibb (Macon), GA - Houston, GA","1.3%",0.9,89.45,"Low"
"399",13023,2022-03-31,13,"Bleckley County","GA",89.6,5433,42.2,4680,36.4,1581,33.8,12873,2022-03-24,"Bleckley County, GA","Georgia",12873,193,"Bibb (Macon), GA - Houston, GA","1.3%",0.9,7.77,"Low"
"400",13025,2022-03-31,13,"Brantley County","GA",89.6,5863,30.7,4961,26,1328,26.8,19109,2022-03-24,"Brantley County, GA","Georgia",19109,158,"Duval (Jacksonville), FL - Clay, FL","2.3%",3.8,0,"Low"
"401",13027,2022-03-31,13,"Brooks County","GA",89.6,8627,55.8,7406,47.9,2526,34.1,15457,2022-03-24,"Brooks County, GA","Georgia",15457,180,"Lowndes, GA - Brooks, GA","3.1%",3.8,12.94,"Low"
"402",13029,2022-03-31,13,"Bryan County","GA",89.6,25022,63.1,21262,53.7,6740,31.7,39627,2022-03-24,"Bryan County, GA","Georgia",39627,143,"Chatham (Savannah), GA - Beaufort, SC","1.3%",2.5,15.14,"Low"
"403",13031,2022-03-31,13,"Bulloch County","GA",89.6,31220,39.2,27204,34.2,10166,37.4,79608,2022-03-24,"Bulloch County, GA","Georgia",79608,222,"Bulloch, GA - Emanuel, GA","0.8%",0.8,13.82,"Low"
"404",13033,2022-03-31,13,"Burke County","GA",89.6,14997,67,12699,56.7,3969,31.3,22383,2022-03-24,"Burke County, GA","Georgia",22383,152,"Richmond (South Augusta), GA - Aiken, SC","2.9%",2,26.81,"Low"
"405",13035,2022-03-31,13,"Butts County","GA",89.6,9838,39.5,8394,33.7,3098,36.9,24936,2022-03-24,"Butts County, GA","Georgia",24936,204,"Spalding (Griffin), GA - Butts, GA","3.0%",7.6,8.02,"Low"
"406",13037,2022-03-31,13,"Calhoun County","GA",89.6,3353,54.2,2979,48.1,1218,40.9,6189,2022-03-24,"Calhoun County, GA","Georgia",6189,144,"Dougherty (Albany), GA - Lee, GA","3.8%",1.1,48.47,"Low"
"407",13039,2022-03-31,13,"Camden County","GA",89.6,35801,65.5,30743,56.2,7221,23.5,54666,2022-03-24,"Camden County, GA","Georgia",54666,158,"Duval (Jacksonville), FL - Clay, FL","2.3%",3.8,89.64,"Low"
"408",13043,2022-03-31,13,"Candler County","GA",89.6,5174,47.9,4535,42,1566,34.5,10803,2022-03-24,"Candler County, GA","Georgia",10803,222,"Bulloch, GA - Emanuel, GA","0.8%",0.8,55.54,"Low"
"409",13045,2022-03-31,13,"Carroll County","GA",89.6,52107,43.4,45163,37.6,15772,34.9,119992,2022-03-24,"Carroll County, GA","Georgia",119992,177,"Calhoun (Anniston), AL - Carroll, GA","0.6%",6.1,15,"Low"
"410",13047,2022-03-31,13,"Catoosa County","GA",89.6,34676,51.3,29596,43.8,9367,31.6,67580,2022-03-24,"Catoosa County, GA","Georgia",67580,141,"Hamilton (Chattanooga), TN - Walker, GA","2.9%",4.6,119.86,"Low"
"411",13049,2022-03-31,13,"Charlton County","GA",89.6,3909,29.2,3366,25.1,1024,30.4,13392,2022-03-24,"Charlton County, GA","Georgia",13392,158,"Duval (Jacksonville), FL - Clay, FL","2.3%",3.8,112.01,"Low"
"412",13051,2022-03-31,13,"Chatham County","GA",89.6,186949,64.6,161807,55.9,59967,37.1,289430,2022-03-24,"Chatham County, GA","Georgia",289430,143,"Chatham (Savannah), GA - Beaufort, SC","1.3%",2.5,100.89,"Low"
"413",13053,2022-03-31,13,"Chattahoochee County","GA",89.6,30501,95,28589,95,531,1.9,10907,2022-03-24,"Chattahoochee County, GA","Georgia",10907,166,"Muscogee (Columbus), GA - Russell, AL","5.9%",4.9,907.67,"Medium"
"414",13055,2022-03-31,13,"Chattooga County","GA",89.6,10654,43,9383,37.9,3281,35,24789,2022-03-24,"Chattooga County, GA","Georgia",24789,154,"Floyd, GA - Bartow, GA","2.3%",3.9,76.65,"Low"
"415",13057,2022-03-31,13,"Cherokee County","GA",89.6,144235,55.7,127672,49.3,49935,39.1,258773,2022-03-24,"Cherokee County, GA","Georgia",258773,190,"Cobb (Marietta), GA - Cherokee, GA","4.0%",7.1,16.23,"Low"
"416",13059,2022-03-31,13,"Clarke County","GA",89.6,66516,51.8,59442,46.3,26740,45,128331,2022-03-24,"Clarke County, GA","Georgia",128331,164,"Clarke (Athens), GA - Barrow, GA","1.9%",1.5,13.25,"Low"
"417",13061,2022-03-31,13,"Clay County","GA",89.6,2077,73.3,1791,63.2,647,36.1,2834,2022-03-24,"Clay County, GA","Georgia",2834,144,"Dougherty (Albany), GA - Lee, GA","3.8%",1.1,0,"Low"
"418",13063,2022-03-31,13,"Clayton County","GA",89.6,149030,51,126345,43.2,42241,33.4,292256,2022-03-24,"Clayton County, GA","Georgia",292256,153,"Fulton (Atlanta), GA - DeKalb, GA","2.4%",3.1,22.24,"Low"
"419",13065,2022-03-31,13,"Clinch County","GA",89.6,3096,46.8,2635,39.8,667,25.3,6618,2022-03-24,"Clinch County, GA","Georgia",6618,174,"Ware, GA - Pierce, GA","2.9%",1.4,120.88,"Low"
"420",13067,2022-03-31,13,"Cobb County","GA",89.6,506873,66.7,440947,58,177215,40.2,760141,2022-03-24,"Cobb County, GA","Georgia",760141,190,"Cobb (Marietta), GA - Cherokee, GA","4.0%",7.1,52.75,"Low"
"421",13069,2022-03-31,13,"Coffee County","GA",89.6,18847,43.6,16036,37.1,4677,29.2,43273,2022-03-24,"Coffee County, GA","Georgia",43273,236,"Coffee, GA - Jeff Davis, GA","3.0%",3,342.01,"Medium"
"422",13071,2022-03-31,13,"Colquitt County","GA",89.6,21183,46.5,18208,39.9,5237,28.8,45600,2022-03-24,"Colquitt County, GA","Georgia",45600,254,"Colquitt, GA","2.6%",15.4,30.7,"Medium"
"423",13073,2022-03-31,13,"Columbia County","GA",89.6,94629,60.4,78978,50.4,25505,32.3,156714,2022-03-24,"Columbia County, GA","Georgia",156714,152,"Richmond (South Augusta), GA - Aiken, SC","2.9%",2,73.38,"Low"
"424",13075,2022-03-31,13,"Cook County","GA",89.6,8264,47.9,7065,40.9,2135,30.2,17270,2022-03-24,"Cook County, GA","Georgia",17270,180,"Lowndes, GA - Brooks, GA","3.1%",3.8,5.79,"Low"
"425",13077,2022-03-31,13,"Coweta County","GA",89.6,75447,50.8,65779,44.3,24697,37.5,148509,2022-03-24,"Coweta County, GA","Georgia",148509,172,"Coweta, GA - Troup (La Grange), GA","2.2%",4.2,12.79,"Low"
"426",13079,2022-03-31,13,"Crawford County","GA",89.6,6030,48.6,5046,40.7,1542,30.6,12404,2022-03-24,"Crawford County, GA","Georgia",12404,193,"Bibb (Macon), GA - Houston, GA","1.3%",0.9,8.06,"Low"
"427",13081,2022-03-31,13,"Crisp County","GA",89.6,11341,50.7,9744,43.6,3209,32.9,22372,2022-03-24,"Crisp County, GA","Georgia",22372,197,"Sumter, GA - Crisp, GA","1.5%",1.2,8.94,"Low"
"428",13083,2022-03-31,13,"Dade County","GA",89.6,9066,56.3,7291,45.2,2322,31.8,16116,2022-03-24,"Dade County, GA","Georgia",16116,141,"Hamilton (Chattanooga), TN - Walker, GA","2.9%",4.6,86.87,"Low"
"429",13085,2022-03-31,13,"Dawson County","GA",89.6,11592,44.4,10335,39.6,3669,35.5,26108,2022-03-24,"Dawson County, GA","Georgia",26108,157,"Hall, GA - Habersham, GA","2.0%",4.8,19.15,"Low"
"430",13087,2022-03-31,13,"Decatur County","GA",89.6,14987,56.8,12882,48.8,4299,33.4,26404,2022-03-24,"Decatur County, GA","Georgia",26404,228,"Decatur, GA - Seminole, GA","2.5%",2.5,30.3,"Low"
"431",13089,2022-03-31,13,"DeKalb County","GA",89.6,492205,64.8,424647,55.9,178200,42,759297,2022-03-24,"DeKalb County, GA","Georgia",759297,153,"Fulton (Atlanta), GA - DeKalb, GA","2.4%",3.1,59.66,"Low"
"432",13091,2022-03-31,13,"Dodge County","GA",89.6,8416,40.8,7271,35.3,2296,31.6,20605,2022-03-24,"Dodge County, GA","Georgia",20605,206,"Laurens, GA - Toombs, GA","1.9%",3.5,9.71,"Low"
"433",13093,2022-03-31,13,"Dooly County","GA",89.6,5686,42.5,4989,37.3,1778,35.6,13390,2022-03-24,"Dooly County, GA","Georgia",13390,197,"Sumter, GA - Crisp, GA","1.5%",1.2,22.4,"Low"
"434",13095,2022-03-31,13,"Dougherty County","GA",89.6,49983,56.8,42957,48.8,15466,36,87956,2022-03-24,"Dougherty County, GA","Georgia",87956,144,"Dougherty (Albany), GA - Lee, GA","3.8%",1.1,19.33,"Low"
"435",13097,2022-03-31,13,"Douglas County","GA",89.6,78261,53.5,67419,46.1,24212,35.9,146343,2022-03-24,"Douglas County, GA","Georgia",146343,190,"Cobb (Marietta), GA - Cherokee, GA","4.0%",7.1,11.62,"Low"
"436",13099,2022-03-31,13,"Early County","GA",89.6,5516,54.1,4968,48.8,1716,34.5,10190,2022-03-24,"Early County, GA","Georgia",10190,144,"Dougherty (Albany), GA - Lee, GA","3.8%",1.1,9.81,"Low"
"437",13101,2022-03-31,13,"Echols County","GA",89.6,1530,38.2,1243,31,329,26.5,4006,2022-03-24,"Echols County, GA","Georgia",4006,180,"Lowndes, GA - Brooks, GA","3.1%",3.8,74.89,"Low"
"438",13103,2022-03-31,13,"Effingham County","GA",89.6,28313,44,24667,38.4,8585,34.8,64296,2022-03-24,"Effingham County, GA","Georgia",64296,143,"Chatham (Savannah), GA - Beaufort, SC","1.3%",2.5,45.1,"Low"
"439",13105,2022-03-31,13,"Elbert County","GA",89.6,9080,47.3,8031,41.8,3008,37.5,19194,2022-03-24,"Elbert County, GA","Georgia",19194,253,"Elbert, GA - Wilkes, GA","0.0%",0,57.31,"Low"
"440",13107,2022-03-31,13,"Emanuel County","GA",89.6,10451,46.1,9059,40,2836,31.3,22646,2022-03-24,"Emanuel County, GA","Georgia",22646,222,"Bulloch, GA - Emanuel, GA","0.8%",0.8,22.08,"Low"
"441",13109,2022-03-31,13,"Evans County","GA",89.6,4985,46.8,4317,40.5,1600,37.1,10654,2022-03-24,"Evans County, GA","Georgia",10654,143,"Chatham (Savannah), GA - Beaufort, SC","1.3%",2.5,28.16,"Low"
"442",13111,2022-03-31,13,"Fannin County","GA",89.6,12430,47.5,10927,41.7,4642,42.5,26188,2022-03-24,"Fannin County, GA","Georgia",26188,173,"Bradley, TN - Gilmer, GA","1.4%",0,22.91,"Low"
"443",13113,2022-03-31,13,"Fayette County","GA",89.6,79626,69.6,70737,61.8,31406,44.4,114421,2022-03-24,"Fayette County, GA","Georgia",114421,153,"Fulton (Atlanta), GA - DeKalb, GA","2.4%",3.1,25.35,"Low"
"444",13115,2022-03-31,13,"Floyd County","GA",89.6,46981,47.7,41494,42.1,15128,36.5,98498,2022-03-24,"Floyd County, GA","Georgia",98498,154,"Floyd, GA - Bartow, GA","2.3%",3.9,45.69,"Low"
"445",13117,2022-03-31,13,"Forsyth County","GA",89.6,144039,59,128878,52.8,53032,41.1,244252,2022-03-24,"Forsyth County, GA","Georgia",244252,153,"Fulton (Atlanta), GA - DeKalb, GA","2.4%",3.1,4.91,"Low"
"446",13119,2022-03-31,13,"Franklin County","GA",89.6,9425,40.4,8353,35.8,2869,34.3,23349,2022-03-24,"Franklin County, GA","Georgia",23349,216,"Stephens, GA - Hart, GA","1.3%",1.3,8.57,"Low"
"447",13121,2022-03-31,13,"Fulton County","GA",89.6,685758,64.5,596120,56,256670,43.1,1063937,2022-03-24,"Fulton County, GA","Georgia",1063937,153,"Fulton (Atlanta), GA - DeKalb, GA","2.4%",3.1,47.65,"Low"
"448",13123,2022-03-31,13,"Gilmer County","GA",89.6,14343,45.7,12763,40.7,5216,40.9,31369,2022-03-24,"Gilmer County, GA","Georgia",31369,173,"Bradley, TN - Gilmer, GA","1.4%",0,66.95,"Low"
"449",13125,2022-03-31,13,"Glascock County","GA",89.6,1113,37.5,983,33.1,353,35.9,2971,2022-03-24,"Glascock County, GA","Georgia",2971,152,"Richmond (South Augusta), GA - Aiken, SC","2.9%",2,0,"Low"
"450",13127,2022-03-31,13,"Glynn County","GA",89.6,50024,58.7,43615,51.1,16786,38.5,85292,2022-03-24,"Glynn County, GA","Georgia",85292,158,"Duval (Jacksonville), FL - Clay, FL","2.3%",3.8,36.35,"Low"
"451",13129,2022-03-31,13,"Gordon County","GA",89.6,24712,42.6,21731,37.5,7521,34.6,57963,2022-03-24,"Gordon County, GA","Georgia",57963,154,"Floyd, GA - Bartow, GA","2.3%",3.9,172.52,"Low"
"452",13131,2022-03-31,13,"Grady County","GA",89.6,12302,49.9,10781,43.8,3609,33.5,24633,2022-03-24,"Grady County, GA","Georgia",24633,178,"Thomas, GA - Mitchell, GA","0.1%",1.1,48.72,"Low"
"453",13133,2022-03-31,13,"Greene County","GA",89.6,11346,61.9,9921,54.1,4370,44,18324,2022-03-24,"Greene County, GA","Georgia",18324,164,"Clarke (Athens), GA - Barrow, GA","1.9%",1.5,54.57,"Low"
"454",13135,2022-03-31,13,"Gwinnett County","GA",89.6,585746,62.6,513586,54.9,199985,38.9,936250,2022-03-24,"Gwinnett County, GA","Georgia",936250,153,"Fulton (Atlanta), GA - DeKalb, GA","2.4%",3.1,28.73,"Low"
"455",13137,2022-03-31,13,"Habersham County","GA",89.6,20690,45.6,18135,40,6360,35.1,45328,2022-03-24,"Habersham County, GA","Georgia",45328,157,"Hall, GA - Habersham, GA","2.0%",4.8,2.21,"Low"
"456",13139,2022-03-31,13,"Hall County","GA",89.6,105109,51.4,91786,44.9,32212,35.1,204441,2022-03-24,"Hall County, GA","Georgia",204441,157,"Hall, GA - Habersham, GA","2.0%",4.8,9.29,"Low"
"457",13141,2022-03-31,13,"Hancock County","GA",89.6,4562,53.9,4063,48,1749,43,8457,2022-03-24,"Hancock County, GA","Georgia",8457,201,"Baldwin, GA - Putnam, GA","0.2%",0,35.47,"Low"
"458",13143,2022-03-31,13,"Haralson County","GA",89.6,11228,37.7,9907,33.3,3429,34.6,29792,2022-03-24,"Haralson County, GA","Georgia",29792,177,"Calhoun (Anniston), AL - Carroll, GA","0.6%",6.1,16.78,"Low"
"459",13145,2022-03-31,13,"Harris County","GA",89.6,19851,56.3,16929,48,5152,30.4,35236,2022-03-24,"Harris County, GA","Georgia",35236,166,"Muscogee (Columbus), GA - Russell, AL","5.9%",4.9,11.35,"Low"
"460",13147,2022-03-31,13,"Hart County","GA",89.6,11852,45.2,9983,38.1,3903,39.1,26205,2022-03-24,"Hart County, GA","Georgia",26205,216,"Stephens, GA - Hart, GA","1.3%",1.3,15.26,"Low"
"461",13149,2022-03-31,13,"Heard County","GA",89.6,3897,32.7,3357,28.2,1172,34.9,11923,2022-03-24,"Heard County, GA","Georgia",11923,172,"Coweta, GA - Troup (La Grange), GA","2.2%",4.2,8.39,"Low"
"462",13151,2022-03-31,13,"Henry County","GA",89.6,119132,50.8,103266,44,38628,37.4,234561,2022-03-24,"Henry County, GA","Georgia",234561,153,"Fulton (Atlanta), GA - DeKalb, GA","2.4%",3.1,24.3,"Low"
"463",13153,2022-03-31,13,"Houston County","GA",89.6,94759,60,79453,50.3,24109,30.3,157863,2022-03-24,"Houston County, GA","Georgia",157863,193,"Bibb (Macon), GA - Houston, GA","1.3%",0.9,27.87,"Low"
"464",13155,2022-03-31,13,"Irwin County","GA",89.6,3908,41.5,3432,36.4,1041,30.3,9416,2022-03-24,"Irwin County, GA","Georgia",9416,189,"Tift, GA - Ben Hill, GA","3.1%",8,84.96,"Low"
"465",13157,2022-03-31,13,"Jackson County","GA",89.6,34593,47.4,30708,42.1,11689,38.1,72977,2022-03-24,"Jackson County, GA","Georgia",72977,164,"Clarke (Athens), GA - Barrow, GA","1.9%",1.5,12.33,"Low"
"466",13159,2022-03-31,13,"Jasper County","GA",89.6,5679,39.9,4927,34.7,1687,34.2,14219,2022-03-24,"Jasper County, GA","Georgia",14219,220,"Newton (Covington), GA - Jasper, GA","3.9%",2.4,35.16,"Low"
"467",13161,2022-03-31,13,"Jeff Davis County","GA",89.6,5400,35.7,4667,30.9,1401,30,15115,2022-03-24,"Jeff Davis County, GA","Georgia",15115,236,"Coffee, GA - Jeff Davis, GA","3.0%",3,39.7,"Low"
"468",13163,2022-03-31,13,"Jefferson County","GA",89.6,9389,61.1,8298,54,3004,36.2,15362,2022-03-24,"Jefferson County, GA","Georgia",15362,250,"Washington, GA - Jefferson, GA","0.0%",0,6.51,"Low"
"469",13165,2022-03-31,13,"Jenkins County","GA",89.6,3744,43.2,3267,37.7,1187,36.3,8676,2022-03-24,"Jenkins County, GA","Georgia",8676,152,"Richmond (South Augusta), GA - Aiken, SC","2.9%",2,11.53,"Low"
"470",13167,2022-03-31,13,"Johnson County","GA",89.6,3893,40.4,3393,35.2,1191,35.1,9643,2022-03-24,"Johnson County, GA","Georgia",9643,206,"Laurens, GA - Toombs, GA","1.9%",3.5,0,"Low"
"471",13169,2022-03-31,13,"Jones County","GA",89.6,14290,49.7,12551,43.7,4262,34,28735,2022-03-24,"Jones County, GA","Georgia",28735,193,"Bibb (Macon), GA - Houston, GA","1.3%",0.9,20.88,"Low"
"472",13171,2022-03-31,13,"Lamar County","GA",89.6,7504,39.3,6617,34.7,2626,39.7,19077,2022-03-24,"Lamar County, GA","Georgia",19077,269,"Upson, GA - Lamar, GA","2.7%",1.6,36.69,"Low"
"473",13173,2022-03-31,13,"Lanier County","GA",89.6,3294,31.6,2800,26.9,878,31.4,10423,2022-03-24,"Lanier County, GA","Georgia",10423,180,"Lowndes, GA - Brooks, GA","3.1%",3.8,28.78,"Low"
"474",13175,2022-03-31,13,"Laurens County","GA",89.6,25805,54.3,22050,46.4,6954,31.5,47546,2022-03-24,"Laurens County, GA","Georgia",47546,206,"Laurens, GA - Toombs, GA","1.9%",3.5,10.52,"Low"
"475",13177,2022-03-31,13,"Lee County","GA",89.6,15796,52.7,13790,46,4789,34.7,29992,2022-03-24,"Lee County, GA","Georgia",29992,144,"Dougherty (Albany), GA - Lee, GA","3.8%",1.1,10,"Low"
"476",13179,2022-03-31,13,"Liberty County","GA",89.6,46449,75.6,37760,61.5,6159,16.3,61435,2022-03-24,"Liberty County, GA","Georgia",61435,143,"Chatham (Savannah), GA - Beaufort, SC","1.3%",2.5,37.44,"Low"
"477",13181,2022-03-31,13,"Lincoln County","GA",89.6,4187,52.9,3628,45.8,1267,34.9,7921,2022-03-24,"Lincoln County, GA","Georgia",7921,152,"Richmond (South Augusta), GA - Aiken, SC","2.9%",2,37.87,"Low"
"478",13183,2022-03-31,13,"Long County","GA",89.6,4981,25.5,4158,21.3,1185,28.5,19559,2022-03-24,"Long County, GA","Georgia",19559,143,"Chatham (Savannah), GA - Beaufort, SC","1.3%",2.5,10.23,"Low"
"479",13185,2022-03-31,13,"Lowndes County","GA",89.6,54212,46.2,46673,39.8,14167,30.4,117406,2022-03-24,"Lowndes County, GA","Georgia",117406,180,"Lowndes, GA - Brooks, GA","3.1%",3.8,47.7,"Low"
"480",13187,2022-03-31,13,"Lumpkin County","GA",89.6,13038,38.8,11499,34.2,4339,37.7,33610,2022-03-24,"Lumpkin County, GA","Georgia",33610,157,"Hall, GA - Habersham, GA","2.0%",4.8,8.93,"Low"
"481",13189,2022-03-31,13,"McDuffie County","GA",89.6,10903,51.2,9550,44.8,3156,33,21312,2022-03-24,"McDuffie County, GA","Georgia",21312,152,"Richmond (South Augusta), GA - Aiken, SC","2.9%",2,79.77,"Low"
"482",13191,2022-03-31,13,"McIntosh County","GA",89.6,6662,46.3,5915,41.1,2278,38.5,14378,2022-03-24,"McIntosh County, GA","Georgia",14378,158,"Duval (Jacksonville), FL - Clay, FL","2.3%",3.8,27.82,"Low"
"483",13193,2022-03-31,13,"Macon County","GA",89.6,6352,49.1,5581,43.1,2083,37.3,12947,2022-03-24,"Macon County, GA","Georgia",12947,197,"Sumter, GA - Crisp, GA","1.5%",1.2,15.45,"Low"
"484",13195,2022-03-31,13,"Madison County","GA",89.6,14402,48.2,12893,43.1,4997,38.8,29880,2022-03-24,"Madison County, GA","Georgia",29880,164,"Clarke (Athens), GA - Barrow, GA","1.9%",1.5,13.39,"Low"
"485",13197,2022-03-31,13,"Marion County","GA",89.6,4091,48.9,3435,41.1,1204,35.1,8359,2022-03-24,"Marion County, GA","Georgia",8359,166,"Muscogee (Columbus), GA - Russell, AL","5.9%",4.9,11.96,"Low"
"486",13199,2022-03-31,13,"Meriwether County","GA",89.6,10015,47.3,8746,41.3,3145,36,21167,2022-03-24,"Meriwether County, GA","Georgia",21167,172,"Coweta, GA - Troup (La Grange), GA","2.2%",4.2,14.17,"Low"
"487",13201,2022-03-31,13,"Miller County","GA",89.6,3407,59.6,3093,54.1,1062,34.3,5718,2022-03-24,"Miller County, GA","Georgia",5718,228,"Decatur, GA - Seminole, GA","2.5%",2.5,52.47,"Low"
"488",13205,2022-03-31,13,"Mitchell County","GA",89.6,11669,53.4,10345,47.3,3644,35.2,21863,2022-03-24,"Mitchell County, GA","Georgia",21863,178,"Thomas, GA - Mitchell, GA","0.1%",1.1,13.72,"Low"
"489",13207,2022-03-31,13,"Monroe County","GA",89.6,13248,48,11568,41.9,4259,36.8,27578,2022-03-24,"Monroe County, GA","Georgia",27578,193,"Bibb (Macon), GA - Houston, GA","1.3%",0.9,18.13,"Low"
